"","decimalLongitude","decimalLatitude","year","tas","tasmin","tasmax","rainfall","hurs"
"1",0.919592,50.9458,1990,10.1507634320983,6.89855854374412,13.395565314087,1029.32813247528,79.9663604491692
"2",0.687469,50.8983,1990,11.207580464878,6.55918778214782,15.8494317787137,519.797749590797,75.646344493929
"3",0.021372,52.9295,1990,10.541235686565,7.06704435188916,13.9577102290514,885.852169000995,80.1255724560028
"4",-2.43313,59.3629,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"5",-1.36271,54.9671,1990,9.7336716429468,6.07197127458084,13.4247015414876,556.560827304741,78.2769065983548
"6",-0.727351,53.6994,1990,10.6016916141664,6.46162135621932,14.7923546407089,563.466097088683,78.3634422480863
"7",-1.73939,54.8232,1990,10.925862269741,6.26296379507975,15.5975810035684,521.584935208275,76.1634352653343
"8",-1.31646,53.7437,1990,10.5088662718672,6.55759349256131,14.4972344672924,597.24102353054,78.2222639257994
"9",-1.64537,55.0547,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"10",-1.64128,53.0642,1990,10.9661855361464,6.42967377130602,15.5129312464342,403.3863114177,77.4556363804729
"11",-1.36271,54.9671,1990,11.9108362886042,7.71631758230967,16.0611435701841,503.761870099491,74.0367635905704
"12",-3.20588,56.3958,1990,10.9473357081018,6.45499476265316,15.4460992776957,609.68194319183,76.6407473627919
"13",-0.27452,54.2167,1990,10.9661855361464,6.42967377130602,15.5129312464342,403.3863114177,77.4556363804729
"14",-2.86639,53.6225,1990,12.0548227859792,7.9631471590096,16.1637500295627,474.389138435897,73.3201656647098
"15",-0.27452,54.2167,1990,11.4477283154102,7.1558242501603,15.727193040386,531.14082337298,75.4414264824624
"16",-0.279492,54.2185,1990,10.2740528684882,6.72387147927364,13.8216364740299,1055.02929639282,78.1412938773785
"17",-1.71983,55.6167,1990,10.8111422569094,7.05592870283108,14.5334862464452,507.653292057215,78.6120648733161
"18",0.137157,53.6184,1990,10.2194855588925,6.06363610247138,14.5244321927928,480.840558455032,78.3554694082834
"19",-0.748363,53.3233,1990,10.541235686565,7.06704435188916,13.9577102290514,885.852169000995,80.1255724560028
"20",0.614915,52.9473,1990,10.3479145406386,6.19014751652142,14.5327846456078,596.419631617579,77.8177881481704
"21",-1.35818,53.5149,1990,12.0548227859792,7.9631471590096,16.1637500295627,474.389138435897,73.3201656647098
"22",-0.681652,53.0355,1990,12.0548227859792,7.9631471590096,16.1637500295627,474.389138435897,73.3201656647098
"23",-1.5556,55.2421,1990,10.3001016488219,7.18541897962714,13.5207995901531,451.880925497451,80.9781436853665
"24",-1.36271,54.9671,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"25",0.147514,53.6008,1990,10.541235686565,7.06704435188916,13.9577102290514,885.852169000995,80.1255724560028
"26",-2.97969,55.9075,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"27",-0.698426,52.6577,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"28",-2.66773,52.6512,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"29",-1.0631,53.6491,1990,10.541235686565,7.06704435188916,13.9577102290514,885.852169000995,80.1255724560028
"30",-2.97969,55.9075,1990,9.7336716429468,6.07197127458084,13.4247015414876,556.560827304741,78.2769065983548
"31",-1.25257,52.8844,1990,10.3079550021959,5.99796938838264,14.6084299750929,496.124889374501,78.2031100949386
"32",-0.303412,54.2111,1990,8.58852160748684,5.50604682531542,11.633941175893,731.369504148364,81.9736043678864
"33",-0.279492,54.2185,1990,8.58932580561713,4.6123864505526,12.3055218764281,755.153596802181,80.7013526012006
"34",-3.1801,55.9035,1990,11.2342898658831,7.84222241719841,14.6048240929905,844.943397421292,75.7106111383862
"35",-0.680036,52.6405,1990,9.56953078972845,6.07161380452031,13.142717156657,625.821014187828,79.4695332096465
"36",-0.27452,54.2167,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"37",-1.45764,55.0447,1990,10.9661855361464,6.42967377130602,15.5129312464342,403.3863114177,77.4556363804729
"38",-0.727351,53.6994,1990,10.1294421987477,6.87529664498185,13.3409186436195,488.748950787982,77.6243128383202
"39",-1.36271,54.9671,1990,11.0672044386566,7.30577210076868,14.7506526747943,676.233598563085,78.9262099244451
"40",-2.88935,53.6176,1990,10.1507634320983,6.89855854374412,13.395565314087,1029.32813247528,79.9663604491692
"41",-0.650039,52.6485,1990,11.1169813822296,6.88418019743778,15.3702967148198,675.574700419264,78.3282587915852
"42",-1.00062,52.6245,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"43",-1.45764,55.0447,1990,10.0116938215401,6.21038092323887,13.7981370779153,732.191695753788,78.0897667241532
"44",-1.05578,53.0596,1990,10.0116938215401,6.21038092323887,13.7981370779153,732.191695753788,78.0897667241532
"45",-0.055533,52.2487,1990,10.6341341789709,6.80433592401744,14.4676511071806,492.929616506299,77.1785185261705
"46",0.802606,52.4612,1990,10.0116938215401,6.21038092323887,13.7981370779153,732.191695753788,78.0897667241532
"47",-3.85107,56.1419,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"48",-0.14796,51.3806,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"49",0.831378,50.9693,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"50",0.021372,52.9295,1990,10.2924910159476,5.8486364474555,14.7716235458804,558.06462520371,77.9147435085756
"51",0.27775,52.5257,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"52",-0.279492,54.2185,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"53",0.267148,52.5242,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"54",0.627766,51.535,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"55",-1.19873,51.83,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"56",-1.36271,54.9671,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"57",-0.725289,53.6779,1990,10.7217820757806,6.93445292118423,14.4883772051383,493.348773635617,79.0293923047511
"58",-0.167413,54.1477,1990,11.0627754284743,7.00661449193298,15.1335238991101,538.499835650556,76.8280999446697
"59",-2.43313,59.3629,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"60",-0.303412,54.2111,1990,9.7336716429468,6.07197127458084,13.4247015414876,556.560827304741,78.2769065983548
"61",-0.27452,54.2167,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"62",-1.36271,54.9671,1990,10.6471790873782,6.93298524014971,14.3939126985156,523.198458923596,79.2100595277491
"63",-0.303412,54.2111,1990,10.2039505259345,5.64196421557125,14.7664392512258,538.67651971056,77.0341427949923
"64",-0.27452,54.2167,1990,10.7447332209113,6.1897789287784,15.296109979098,456.909077882154,75.7175606299897
"65",0.614915,52.9473,1990,10.9778591338838,6.49158598326245,15.4391018299214,420.417926034684,75.167648298984
"66",0.964449,50.9167,1990,10.9083578404616,6.31889516448687,15.4929800245341,427.977360967564,75.9799985156898
"67",0.779922,51.523,1990,10.2583038582776,5.80418478425741,14.7258569217945,478.767094233682,77.0086427493486
"68",-1.25257,52.8844,1990,10.827043287046,6.20467506419747,15.4454726673213,424.272069830993,76.9525017157633
"69",-1.4992,55.1943,1990,10.3829560118108,5.795062054685,14.9698003405362,533.552716353763,76.9118325676044
"70",0.147514,53.6008,1990,10.2583038582776,5.80418478425741,14.7258569217945,478.767094233682,77.0086427493486
"71",-0.166779,54.1495,1990,10.3079550021959,5.99796938838264,14.6084299750929,496.124889374501,78.2031100949386
"72",-1.35818,53.5149,1990,11.3063006264308,7.68808941361288,14.896165241737,492.36485459656,76.87968915908
"73",-1.36271,54.9671,1990,10.5682872129685,6.46854960866222,14.6560842379134,591.418622326365,78.1183879114673
"74",-1.36271,54.9671,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"75",-0.658858,53.7871,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"76",-1.2336,52.9011,1990,11.1915052168957,6.86131933748172,15.4952218117244,599.482084260703,78.0965259526388
"77",-1.5847,54.8373,1990,9.43151441258041,6.37324672024144,12.5143349339108,1342.12672815175,81.8431083649535
"78",-1.36271,54.9671,1990,10.5263972787165,6.18705648715176,14.8689997979409,557.657747731624,76.8614357649725
"79",-1.36271,54.9671,1990,9.7336716429468,6.07197127458084,13.4247015414876,556.560827304741,78.2769065983548
"80",-1.89185,57.6203,1990,10.4903555336754,6.39003049871595,14.5917040482203,594.847605270083,78.3526633293152
"81",0.147514,53.6008,1990,10.6667838975945,6.8772993309772,14.3827272485655,1434.91551670308,80.7880874048908
"82",-1.57259,55.2634,1990,11.1347436749881,7.5181311641183,14.7315301346311,999.84107075534,79.7671229547175
"83",-1.2336,52.9011,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"84",0.147514,53.6008,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"85",-2.43313,59.3629,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"86",-1.31646,53.7437,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"87",-1.36271,54.9671,1990,9.70822376068298,6.51846911808446,12.8354762183289,583.215556510629,81.0823426942436
"88",-2.35241,54.9027,1990,10.4142042183278,6.15626167981715,14.6674995625502,485.57031080225,78.0881512590375
"89",0.277429,52.5278,1990,11.0477534347528,6.69571156329375,15.4189705921279,478.136771921561,76.4639471673872
"90",-1.36271,54.9671,1991,9.48424399746187,5.55814241935237,13.4201352384323,410.434210473817,82.1068325897559
"91",0.931438,52.4397,1991,9.06780620298239,6.11164664766877,11.9840887069096,567.029371715725,83.6468993960496
"92",-0.118974,54.1056,1991,8.7811270640998,5.69778428425812,11.7914254609381,404.885908509984,82.6785235699148
"93",-0.279081,54.2177,1991,9.1215312903025,5.07802107798136,13.3113837643152,397.138188157203,80.9218809210387
"94",-1.31646,53.7437,1991,9.54900472198594,5.83476131941852,13.2661217417121,439.567229320363,79.8635891630617
"95",0.905042,51.3759,1991,9.96601915760047,5.75710577559485,14.1856187326067,537.381921116677,80.098831856029
"96",-0.14796,51.3806,1991,8.84380684810129,5.34351702165221,12.3974049923614,1090.95253516594,80.4405460079569
"97",-3.04183,56.6748,1991,9.20253508382694,5.28932642112149,13.1115657621493,521.76145436094,81.5204702130819
"98",0.145359,53.6103,1991,9.70088794072162,5.64638842100375,13.7719838999178,610.81774799534,81.0194980212789
"99",0.262604,52.5248,1991,9.11629250436871,5.56822616913066,12.6235680065204,1031.91283891825,81.7680443595026
"100",-1.36271,54.9671,1991,9.1733388957052,5.31740442408069,13.0451009742025,433.864744823799,83.549523544275
"101",0.121778,52.2119,1991,8.7811270640998,5.69778428425812,11.7914254609381,404.885908509984,82.6785235699148
"102",-1.40705,53.196,1991,9.48889489976284,6.6775539973861,12.2812410105408,383.650027208907,83.4985952915107
"103",-0.283155,54.2173,1991,8.33950389524976,4.80133573583848,11.822937011191,1039.12697032402,83.7056562235644
"104",0.021372,52.9295,1991,10.3349940092412,6.99745306576724,13.6704748327973,624.602257492733,77.0912660846483
"105",0.597969,52.7356,1991,10.3349940092412,6.99745306576724,13.6704748327973,624.602257492733,77.0912660846483
"106",-0.167413,54.1477,1991,10.3349940092412,6.99745306576724,13.6704748327973,624.602257492733,77.0912660846483
